CRM ID,Analysis Method,Element,Unit,Certified Value,1SD
OREAS 153c,Aqua Regia Digestion,Dy,ppm,2.17835747671888,IND
OREAS 153c,Aqua Regia Digestion,Nb,ppm,0.893001936937433,IND
OREAS 153c,Aqua Regia Digestion,Si,wt.%,0.0350132,IND
OREAS 153c,Aqua Regia Digestion,Er,ppm,0.890729615801215,IND
OREAS 153c,Aqua Regia Digestion,Nd,ppm,12.1449083333333,IND
OREAS 153c,Aqua Regia Digestion,Sm,ppm,2.99859170521915,IND
OREAS 153c,Aqua Regia Digestion,Eu,ppm,0.3857644706977,IND
OREAS 153c,Aqua Regia Digestion,Pd,ppb,4.66666666666667,IND
OREAS 153c,Aqua Regia Digestion,Tm,ppm,0.111893092145318,IND
OREAS 153c,Aqua Regia Digestion,Gd,ppm,2.83345,IND
OREAS 153c,Aqua Regia Digestion,Pr,ppm,3.00803333333333,IND
OREAS 153c,Aqua Regia Digestion,Ho,ppm,0.331674840682555,IND
OREAS 153c,Aqua Regia Digestion,Pt,ppb,< 1,IND
OREAS 153c,Borate Fusion XRF,Al2O3,wt.%,14.97,IND
OREAS 153c,Borate Fusion XRF,Fe,wt.%,3.29,IND
OREAS 153c,Borate Fusion XRF,S,wt.%,1.1,IND
OREAS 153c,Borate Fusion XRF,As,ppm,35,IND
OREAS 153c,Borate Fusion XRF,K2O,wt.%,3.33,IND
OREAS 153c,Borate Fusion XRF,SiO2,wt.%,66.245,IND
OREAS 153c,Borate Fusion XRF,Ba,ppm,810,IND
OREAS 153c,Borate Fusion XRF,MgO,wt.%,1.35,IND
OREAS 153c,Borate Fusion XRF,Sn,ppm,15,IND
OREAS 153c,Borate Fusion XRF,CaO,wt.%,2.21,IND
OREAS 153c,Borate Fusion XRF,MnO,wt.%,0.043,IND
OREAS 153c,Borate Fusion XRF,Sr,ppm,340,IND
OREAS 153c,Borate Fusion XRF,Cl,ppm,65,IND
OREAS 153c,Borate Fusion XRF,Na2O,wt.%,3.235,IND
OREAS 153c,Borate Fusion XRF,TiO2,wt.%,0.5325,IND
OREAS 153c,Borate Fusion XRF,Co,ppm,20,IND
OREAS 153c,Borate Fusion XRF,Ni,ppm,25,IND
OREAS 153c,Borate Fusion XRF,V,ppm,80,IND
OREAS 153c,Borate Fusion XRF,Cr,ppm,35,IND
OREAS 153c,Borate Fusion XRF,P,wt.%,0.0775,IND
OREAS 153c,Borate Fusion XRF,Zn,ppm,385,IND
OREAS 153c,Borate Fusion XRF,Cu,wt.%,0.7295,IND
OREAS 153c,Borate Fusion XRF,Pb,ppm,115,IND
OREAS 153c,Borate Fusion XRF,Zr,ppm,215,IND
OREAS 153c,Thermogravimetry,LOI1000,wt.%,1.92,IND
OREAS 153c,Infrared Combustion,C,wt.%,0.09,IND
OREAS 153c,Infrared Combustion,S,wt.%,0.975,IND
OREAS 153c,Laser Ablation ICP-MS,Ag,ppm,1.8,IND
OREAS 153c,Laser Ablation ICP-MS,Hf,ppm,5.75,IND
OREAS 153c,Laser Ablation ICP-MS,Sm,ppm,5.655,IND
OREAS 153c,Laser Ablation ICP-MS,As,ppm,37,IND
OREAS 153c,Laser Ablation ICP-MS,Ho,ppm,0.87,IND
OREAS 153c,Laser Ablation ICP-MS,Sn,ppm,5,IND
OREAS 153c,Laser Ablation ICP-MS,Ba,ppm,748.5,IND
OREAS 153c,Laser Ablation ICP-MS,In,ppm,0.5,IND
OREAS 153c,Laser Ablation ICP-MS,Sr,ppm,244.5,IND
OREAS 153c,Laser Ablation ICP-MS,Be,ppm,2.7,IND
OREAS 153c,Laser Ablation ICP-MS,La,ppm,28.45,IND
OREAS 153c,Laser Ablation ICP-MS,Ta,ppm,0.87,IND
OREAS 153c,Laser Ablation ICP-MS,Bi,ppm,2.42,IND
OREAS 153c,Laser Ablation ICP-MS,Lu,ppm,0.345,IND
OREAS 153c,Laser Ablation ICP-MS,Tb,ppm,0.815,IND
OREAS 153c,Laser Ablation ICP-MS,Cd,ppm,1,IND
OREAS 153c,Laser Ablation ICP-MS,Mn,wt.%,0.0304,IND
OREAS 153c,Laser Ablation ICP-MS,Te,ppm,1.1,IND
OREAS 153c,Laser Ablation ICP-MS,Ce,ppm,56.4,IND
OREAS 153c,Laser Ablation ICP-MS,Mo,ppm,170.5,IND
OREAS 153c,Laser Ablation ICP-MS,Th,ppm,10.65,IND
OREAS 153c,Laser Ablation ICP-MS,Co,ppm,14.65,IND
OREAS 153c,Laser Ablation ICP-MS,Nb,ppm,9.825,IND
OREAS 153c,Laser Ablation ICP-MS,Ti,wt.%,0.329,IND
OREAS 153c,Laser Ablation ICP-MS,Cr,ppm,44,IND
OREAS 153c,Laser Ablation ICP-MS,Nd,ppm,26.75,IND
OREAS 153c,Laser Ablation ICP-MS,Tl,ppm,0.6,IND
OREAS 153c,Laser Ablation ICP-MS,Cs,ppm,7.685,IND
OREAS 153c,Laser Ablation ICP-MS,Ni,ppm,21,IND
OREAS 153c,Laser Ablation ICP-MS,Tm,ppm,0.35,IND
OREAS 153c,Laser Ablation ICP-MS,Cu,wt.%,0.715,IND
OREAS 153c,Laser Ablation ICP-MS,Pb,ppm,94.5,IND
OREAS 153c,Laser Ablation ICP-MS,U,ppm,3.125,IND
OREAS 153c,Laser Ablation ICP-MS,Dy,ppm,4.46,IND
OREAS 153c,Laser Ablation ICP-MS,Pr,ppm,7.105,IND
OREAS 153c,Laser Ablation ICP-MS,V,ppm,85.55,IND
OREAS 153c,Laser Ablation ICP-MS,Er,ppm,2.325,IND
OREAS 153c,Laser Ablation ICP-MS,Rb,ppm,123.5,IND
OREAS 153c,Laser Ablation ICP-MS,W,ppm,9.75,IND
OREAS 153c,Laser Ablation ICP-MS,Eu,ppm,1.065,IND
OREAS 153c,Laser Ablation ICP-MS,Re,ppm,0.075,IND
OREAS 153c,Laser Ablation ICP-MS,Y,ppm,23.5,IND
OREAS 153c,Laser Ablation ICP-MS,Ga,ppm,18.35,IND
OREAS 153c,Laser Ablation ICP-MS,Sb,ppm,3.05,IND
OREAS 153c,Laser Ablation ICP-MS,Yb,ppm,2.125,IND
OREAS 153c,Laser Ablation ICP-MS,Gd,ppm,5,IND
OREAS 153c,Laser Ablation ICP-MS,Sc,ppm,8.4,IND
OREAS 153c,Laser Ablation ICP-MS,Zn,ppm,367.5,IND
OREAS 153c,Laser Ablation ICP-MS,Ge,ppm,1.65,IND
OREAS 153c,Laser Ablation ICP-MS,Se,ppm,< 5,IND
OREAS 153c,Laser Ablation ICP-MS,Zr,ppm,203.5,IND
OREAS 153c,Peroxide Fusion ICP,Cu,wt.%,0.721666666666667,IND
OREAS 160,Borate Fusion XRF,Al2O3,wt.%,5.007,IND
OREAS 160,Borate Fusion XRF,Fe2O3,wt.%,1.64058075,IND
OREAS 160,Borate Fusion XRF,SnO2,ppm,< 13,IND
OREAS 160,Borate Fusion XRF,As,ppm,40,IND
OREAS 160,Borate Fusion XRF,K2O,wt.%,2.1645,IND
OREAS 160,Borate Fusion XRF,SO3,wt.%,0.074916,IND
OREAS 160,Borate Fusion XRF,BaO,ppm,362.8625,IND
OREAS 160,Borate Fusion XRF,MgO,wt.%,0.648,IND
OREAS 160,Borate Fusion XRF,SrO,ppm,23.652,IND
OREAS 160,Borate Fusion XRF,CaO,wt.%,0.131,IND
OREAS 160,Borate Fusion XRF,MnO,wt.%,0.0145,IND
OREAS 160,Borate Fusion XRF,TiO2,wt.%,0.1555,IND
OREAS 160,Borate Fusion XRF,Cl,ppm,65,IND
OREAS 160,Borate Fusion XRF,NiO,ppm,19.0875,IND
OREAS 160,Borate Fusion XRF,V2O5,ppm,17.852,IND
OREAS 160,Borate Fusion XRF,CoO,ppm,< 13,IND
OREAS 160,Borate Fusion XRF,P2O5,wt.%,0.0366656,IND
OREAS 160,Borate Fusion XRF,ZnO,ppm,< 12,IND
OREAS 160,Borate Fusion XRF,Cr2O3,ppm,131.535,IND
OREAS 160,Borate Fusion XRF,PbO,ppm,10.772,IND
OREAS 160,Borate Fusion XRF,ZrO2,ppm,310.684,IND
OREAS 160,Borate Fusion XRF,CuO,ppm,18.777,IND
OREAS 160,Borate Fusion XRF,SiO2,wt.%,89.695,IND
OREAS 160,Thermogravimetry,LOI1000,wt.%,0.425,IND
OREAS 160,Laser Ablation ICP-MS,Ag,ppm,0.2,IND
OREAS 160,Laser Ablation ICP-MS,Hf,ppb,6650,IND
OREAS 160,Laser Ablation ICP-MS,Sn,ppm,1.3,IND
OREAS 160,Laser Ablation ICP-MS,As,ppm,1,IND
OREAS 160,Laser Ablation ICP-MS,Ho,ppb,410,IND
OREAS 160,Laser Ablation ICP-MS,Sr,ppm,20,IND
OREAS 160,Laser Ablation ICP-MS,Ba,ppm,323.5,IND
OREAS 160,Laser Ablation ICP-MS,In,ppm,< 0.05,IND
OREAS 160,Laser Ablation ICP-MS,Ta,ppb,405,IND
OREAS 160,Laser Ablation ICP-MS,Be,ppm,0.9,IND
OREAS 160,Laser Ablation ICP-MS,La,ppm,18.2,IND
OREAS 160,Laser Ablation ICP-MS,Tb,ppb,315,IND
OREAS 160,Laser Ablation ICP-MS,Bi,ppm,0.08,IND
OREAS 160,Laser Ablation ICP-MS,Lu,ppb,180,IND
OREAS 160,Laser Ablation ICP-MS,Te,ppb,300,IND
OREAS 160,Laser Ablation ICP-MS,Cd,ppm,1,IND
OREAS 160,Laser Ablation ICP-MS,Mo,ppm,9.8,IND
OREAS 160,Laser Ablation ICP-MS,Th,ppm,5.995,IND
OREAS 160,Laser Ablation ICP-MS,Ce,ppm,33.65,IND
OREAS 160,Laser Ablation ICP-MS,Nb,ppm,3.315,IND
OREAS 160,Laser Ablation ICP-MS,Tl,ppm,1.6,IND
OREAS 160,Laser Ablation ICP-MS,Co,ppm,2.6,IND
OREAS 160,Laser Ablation ICP-MS,Nd,ppm,14,IND
OREAS 160,Laser Ablation ICP-MS,Tm,ppb,175,IND
OREAS 160,Laser Ablation ICP-MS,Cr,ppm,88.5,IND
OREAS 160,Laser Ablation ICP-MS,Ni,ppm,11,IND
OREAS 160,Laser Ablation ICP-MS,U,ppm,1.55,IND
OREAS 160,Laser Ablation ICP-MS,Cs,ppm,1.025,IND
OREAS 160,Laser Ablation ICP-MS,Pb,wt.%,0.00075,IND
OREAS 160,Laser Ablation ICP-MS,V,ppm,7.25,IND
OREAS 160,Laser Ablation ICP-MS,Cu,ppm,12,IND
OREAS 160,Laser Ablation ICP-MS,Pr,ppm,3.885,IND
OREAS 160,Laser Ablation ICP-MS,W,ppm,2.45,IND
OREAS 160,Laser Ablation ICP-MS,Dy,ppm,1.765,IND
OREAS 160,Laser Ablation ICP-MS,Rb,ppm,63.3,IND
OREAS 160,Laser Ablation ICP-MS,Y,ppm,10.5,IND
OREAS 160,Laser Ablation ICP-MS,Er,ppm,1.12,IND
OREAS 160,Laser Ablation ICP-MS,Re,ppb,20,IND
OREAS 160,Laser Ablation ICP-MS,Yb,ppb,1120,IND
OREAS 160,Laser Ablation ICP-MS,Eu,ppb,570,IND
OREAS 160,Laser Ablation ICP-MS,Sb,ppm,0.8,IND
OREAS 160,Laser Ablation ICP-MS,Zn,ppm,10,IND
OREAS 160,Laser Ablation ICP-MS,Ga,ppm,5.05,IND
OREAS 160,Laser Ablation ICP-MS,Sc,ppm,1.75,IND
OREAS 160,Laser Ablation ICP-MS,Zr,ppm,229.5,IND
OREAS 160,Laser Ablation ICP-MS,Gd,ppm,2.11,IND
OREAS 160,Laser Ablation ICP-MS,Se,ppm,< 5,IND
OREAS 160,Laser Ablation ICP-MS,Ge,ppb,650,IND
OREAS 160,Laser Ablation ICP-MS,Sm,ppm,2.55,IND
OREAS 161,Oxidising Fusion XRF,Al2O3,wt.%,2.5235,IND
OREAS 161,Oxidising Fusion XRF,Fe2O3,wt.%,6.17415945,IND
OREAS 161,Oxidising Fusion XRF,SnO2,ppm,< 13,IND
OREAS 161,Oxidising Fusion XRF,As,ppm,345,IND
OREAS 161,Oxidising Fusion XRF,K2O,wt.%,0.0735,IND
OREAS 161,Oxidising Fusion XRF,SO3,wt.%,7.541544,IND
OREAS 161,Oxidising Fusion XRF,BaO,ppm,11.165,IND
OREAS 161,Oxidising Fusion XRF,MgO,wt.%,3.5835,IND
OREAS 161,Oxidising Fusion XRF,SrO,ppm,< 12,IND
OREAS 161,Oxidising Fusion XRF,CaO,wt.%,0.1515,IND
OREAS 161,Oxidising Fusion XRF,MnO,wt.%,0.015,IND
OREAS 161,Oxidising Fusion XRF,TiO2,wt.%,0.084,IND
OREAS 161,Oxidising Fusion XRF,Cl,ppm,85,IND
OREAS 161,Oxidising Fusion XRF,NiO,ppm,25.45,IND
OREAS 161,Oxidising Fusion XRF,V2O5,ppm,17.852,IND
OREAS 161,Oxidising Fusion XRF,CoO,ppm,152.58,IND
OREAS 161,Oxidising Fusion XRF,P2O5,wt.%,0.0653106,IND
OREAS 161,Oxidising Fusion XRF,ZnO,ppm,24.896,IND
OREAS 161,Oxidising Fusion XRF,Cr2O3,ppm,87.69,IND
OREAS 161,Oxidising Fusion XRF,PbO,ppm,145.422,IND
OREAS 161,Oxidising Fusion XRF,ZrO2,ppm,54.032,IND
OREAS 161,Oxidising Fusion XRF,CuO,ppm,5025.977,IND
OREAS 161,Oxidising Fusion XRF,SiO2,wt.%,84.48,IND
OREAS 161,Thermogravimetry,LOI1000,wt.%,3.51,IND
OREAS 161,Laser Ablation ICP-MS,Ag,ppm,1.15,IND
OREAS 161,Laser Ablation ICP-MS,Hf,ppb,1280,IND
OREAS 161,Laser Ablation ICP-MS,Sn,ppm,0.4,IND
OREAS 161,Laser Ablation ICP-MS,As,ppm,291,IND
OREAS 161,Laser Ablation ICP-MS,Ho,ppb,170,IND
OREAS 161,Laser Ablation ICP-MS,Sr,ppm,1.3,IND
OREAS 161,Laser Ablation ICP-MS,Ba,ppm,9.25,IND
OREAS 161,Laser Ablation ICP-MS,In,ppm,0.125,IND
OREAS 161,Laser Ablation ICP-MS,Ta,ppb,295,IND
OREAS 161,Laser Ablation ICP-MS,Be,ppm,0.3,IND
OREAS 161,Laser Ablation ICP-MS,La,ppm,16.35,IND
OREAS 161,Laser Ablation ICP-MS,Tb,ppb,170,IND
OREAS 161,Laser Ablation ICP-MS,Bi,ppm,16.6,IND
OREAS 161,Laser Ablation ICP-MS,Lu,ppb,60,IND
OREAS 161,Laser Ablation ICP-MS,Te,ppb,200,IND
OREAS 161,Laser Ablation ICP-MS,Cd,ppm,0.3,IND
OREAS 161,Laser Ablation ICP-MS,Mo,ppm,9,IND
OREAS 161,Laser Ablation ICP-MS,Th,ppm,2.805,IND
OREAS 161,Laser Ablation ICP-MS,Ce,ppm,28.45,IND
OREAS 161,Laser Ablation ICP-MS,Nb,ppm,2.175,IND
OREAS 161,Laser Ablation ICP-MS,Tl,ppm,12.9,IND
OREAS 161,Laser Ablation ICP-MS,Co,ppm,113,IND
OREAS 161,Laser Ablation ICP-MS,Nd,ppm,12.75,IND
OREAS 161,Laser Ablation ICP-MS,Tm,ppb,75,IND
OREAS 161,Laser Ablation ICP-MS,Cr,ppm,72.5,IND
OREAS 161,Laser Ablation ICP-MS,Ni,ppm,15,IND
OREAS 161,Laser Ablation ICP-MS,U,ppm,1.81,IND
OREAS 161,Laser Ablation ICP-MS,Cs,ppm,0.27,IND
OREAS 161,Laser Ablation ICP-MS,Pb,wt.%,0.01345,IND
OREAS 161,Laser Ablation ICP-MS,V,ppm,10.8,IND
OREAS 161,Laser Ablation ICP-MS,Cu,ppm,4170,IND
OREAS 161,Laser Ablation ICP-MS,Pr,ppm,3.485,IND
OREAS 161,Laser Ablation ICP-MS,W,ppm,1.825,IND
OREAS 161,Laser Ablation ICP-MS,Dy,ppm,0.87,IND
OREAS 161,Laser Ablation ICP-MS,Rb,ppm,2.15,IND
OREAS 161,Laser Ablation ICP-MS,Y,ppm,4.45,IND
OREAS 161,Laser Ablation ICP-MS,Er,ppm,0.465,IND
OREAS 161,Laser Ablation ICP-MS,Re,ppb,< 10,IND
OREAS 161,Laser Ablation ICP-MS,Yb,ppb,410,IND
OREAS 161,Laser Ablation ICP-MS,Eu,ppb,385,IND
OREAS 161,Laser Ablation ICP-MS,Sb,ppm,7.2,IND
OREAS 161,Laser Ablation ICP-MS,Zn,ppm,17.5,IND
OREAS 161,Laser Ablation ICP-MS,Ga,ppm,4.25,IND
OREAS 161,Laser Ablation ICP-MS,Sc,ppm,0.5,IND
OREAS 161,Laser Ablation ICP-MS,Zr,ppm,39,IND
OREAS 161,Laser Ablation ICP-MS,Gd,ppm,1.68,IND
OREAS 161,Laser Ablation ICP-MS,Se,ppm,< 5,IND
OREAS 161,Laser Ablation ICP-MS,Ge,ppb,2050,IND
OREAS 161,Laser Ablation ICP-MS,Sm,ppm,2.56,IND
OREAS 162,Oxidising Fusion XRF,Al2O3,wt.%,1.6425,IND
OREAS 162,Oxidising Fusion XRF,Fe2O3,wt.%,12.34188525,IND
OREAS 162,Oxidising Fusion XRF,SnO2,ppm,< 13,IND
OREAS 162,Oxidising Fusion XRF,As,ppm,1180,IND
OREAS 162,Oxidising Fusion XRF,K2O,wt.%,0.1855,IND
OREAS 162,Oxidising Fusion XRF,SO3,wt.%,10.887792,IND
OREAS 162,Oxidising Fusion XRF,BaO,ppm,11.165,IND
OREAS 162,Oxidising Fusion XRF,MgO,wt.%,8.9705,IND
OREAS 162,Oxidising Fusion XRF,SrO,ppm,23.652,IND
OREAS 162,Oxidising Fusion XRF,CaO,wt.%,12.84,IND
OREAS 162,Oxidising Fusion XRF,MnO,wt.%,0.186,IND
OREAS 162,Oxidising Fusion XRF,TiO2,wt.%,0.055,IND
OREAS 162,Oxidising Fusion XRF,Cl,ppm,35,IND
OREAS 162,Oxidising Fusion XRF,NiO,ppm,25.45,IND
OREAS 162,Oxidising Fusion XRF,V2O5,ppm,< 18,IND
OREAS 162,Oxidising Fusion XRF,CoO,ppm,807.4025,IND
OREAS 162,Oxidising Fusion XRF,P2O5,wt.%,0.0446862,IND
OREAS 162,Oxidising Fusion XRF,ZnO,ppm,18.672,IND
OREAS 162,Oxidising Fusion XRF,Cr2O3,ppm,14.615,IND
OREAS 162,Oxidising Fusion XRF,PbO,ppm,350.09,IND
OREAS 162,Oxidising Fusion XRF,ZrO2,ppm,40.524,IND
OREAS 162,Oxidising Fusion XRF,CuO,ppm,9557.493,IND
OREAS 162,Oxidising Fusion XRF,SiO2,wt.%,40.48,IND
OREAS 162,Thermogravimetry,LOI1000,wt.%,11.41,IND
OREAS 162,Laser Ablation ICP-MS,Ag,ppm,3.4,IND
OREAS 162,Laser Ablation ICP-MS,Hf,ppb,745,IND
OREAS 162,Laser Ablation ICP-MS,Sn,ppm,0.6,IND
OREAS 162,Laser Ablation ICP-MS,As,ppm,1110,IND
OREAS 162,Laser Ablation ICP-MS,Ho,ppb,270,IND
OREAS 162,Laser Ablation ICP-MS,Sr,ppm,15.15,IND
OREAS 162,Laser Ablation ICP-MS,Ba,ppm,9,IND
OREAS 162,Laser Ablation ICP-MS,In,ppm,1.175,IND
OREAS 162,Laser Ablation ICP-MS,Ta,ppb,185,IND
OREAS 162,Laser Ablation ICP-MS,Be,ppm,0.3,IND
OREAS 162,Laser Ablation ICP-MS,La,ppm,10.85,IND
OREAS 162,Laser Ablation ICP-MS,Tb,ppb,325,IND
OREAS 162,Laser Ablation ICP-MS,Bi,ppm,7.9,IND
OREAS 162,Laser Ablation ICP-MS,Lu,ppb,70,IND
OREAS 162,Laser Ablation ICP-MS,Te,ppb,< 200,IND
OREAS 162,Laser Ablation ICP-MS,Cd,ppm,< 0.1,IND
OREAS 162,Laser Ablation ICP-MS,Mo,ppm,3.6,IND
OREAS 162,Laser Ablation ICP-MS,Th,ppm,1.72,IND
OREAS 162,Laser Ablation ICP-MS,Ce,ppm,20.2,IND
OREAS 162,Laser Ablation ICP-MS,Nb,ppm,1.34,IND
OREAS 162,Laser Ablation ICP-MS,Tl,ppm,5.6,IND
OREAS 162,Laser Ablation ICP-MS,Co,ppm,632.5,IND
OREAS 162,Laser Ablation ICP-MS,Nd,ppm,10.95,IND
OREAS 162,Laser Ablation ICP-MS,Tm,ppb,80,IND
OREAS 162,Laser Ablation ICP-MS,Cr,ppm,22.5,IND
OREAS 162,Laser Ablation ICP-MS,Ni,ppm,15,IND
OREAS 162,Laser Ablation ICP-MS,U,ppm,1.035,IND
OREAS 162,Laser Ablation ICP-MS,Cs,ppm,0.215,IND
OREAS 162,Laser Ablation ICP-MS,Pb,wt.%,0.03265,IND
OREAS 162,Laser Ablation ICP-MS,V,ppm,7.75,IND
OREAS 162,Laser Ablation ICP-MS,Cu,ppm,7600,IND
OREAS 162,Laser Ablation ICP-MS,Pr,ppm,2.475,IND
OREAS 162,Laser Ablation ICP-MS,W,ppm,0.575,IND
OREAS 162,Laser Ablation ICP-MS,Dy,ppm,1.505,IND
OREAS 162,Laser Ablation ICP-MS,Rb,ppm,4.025,IND
OREAS 162,Laser Ablation ICP-MS,Y,ppm,8.71,IND
OREAS 162,Laser Ablation ICP-MS,Er,ppm,0.745,IND
OREAS 162,Laser Ablation ICP-MS,Re,ppb,< 10,IND
OREAS 162,Laser Ablation ICP-MS,Yb,ppb,555,IND
OREAS 162,Laser Ablation ICP-MS,Eu,ppb,740,IND
OREAS 162,Laser Ablation ICP-MS,Sb,ppm,17.7,IND
OREAS 162,Laser Ablation ICP-MS,Zn,ppm,12.5,IND
OREAS 162,Laser Ablation ICP-MS,Ga,ppm,1.4,IND
OREAS 162,Laser Ablation ICP-MS,Sc,ppm,0.5,IND
OREAS 162,Laser Ablation ICP-MS,Zr,ppm,28,IND
OREAS 162,Laser Ablation ICP-MS,Gd,ppm,2.58,IND
OREAS 162,Laser Ablation ICP-MS,Se,ppm,< 5,IND
OREAS 162,Laser Ablation ICP-MS,Ge,ppb,1700,IND
OREAS 162,Laser Ablation ICP-MS,Sm,ppm,2.835,IND
OREAS 163,Oxidising Fusion XRF,Al2O3,wt.%,3.2285,IND
OREAS 163,Oxidising Fusion XRF,Fe2O3,wt.%,15.526542,IND
OREAS 163,Oxidising Fusion XRF,SnO2,ppm,< 13,IND
OREAS 163,Oxidising Fusion XRF,As,ppm,450,IND
OREAS 163,Oxidising Fusion XRF,K2O,wt.%,0.0735,IND
OREAS 163,Oxidising Fusion XRF,SO3,wt.%,25.359066,IND
OREAS 163,Oxidising Fusion XRF,BaO,ppm,11.165,IND
OREAS 163,Oxidising Fusion XRF,MgO,wt.%,5.2065,IND
OREAS 163,Oxidising Fusion XRF,SrO,ppm,< 12,IND
OREAS 163,Oxidising Fusion XRF,CaO,wt.%,0.8375,IND
OREAS 163,Oxidising Fusion XRF,MnO,wt.%,0.025,IND
OREAS 163,Oxidising Fusion XRF,TiO2,wt.%,0.1095,IND
OREAS 163,Oxidising Fusion XRF,Cl,ppm,185,IND
OREAS 163,Oxidising Fusion XRF,NiO,ppm,44.5375,IND
OREAS 163,Oxidising Fusion XRF,V2O5,ppm,26.778,IND
OREAS 163,Oxidising Fusion XRF,CoO,ppm,292.445,IND
OREAS 163,Oxidising Fusion XRF,P2O5,wt.%,0.0824976,IND
OREAS 163,Oxidising Fusion XRF,ZnO,ppm,130.704,IND
OREAS 163,Oxidising Fusion XRF,Cr2O3,ppm,58.46,IND
OREAS 163,Oxidising Fusion XRF,PbO,ppm,522.442,IND
OREAS 163,Oxidising Fusion XRF,ZrO2,ppm,54.032,IND
OREAS 163,Oxidising Fusion XRF,CuO,ppm,21349.449,IND
OREAS 163,Oxidising Fusion XRF,SiO2,wt.%,63.345,IND
OREAS 163,Thermogravimetry,LOI1000,wt.%,10.565,IND
OREAS 163,Laser Ablation ICP-MS,Ag,ppm,4,IND
OREAS 163,Laser Ablation ICP-MS,Hf,ppb,1190,IND
OREAS 163,Laser Ablation ICP-MS,Sn,ppm,1.3,IND
OREAS 163,Laser Ablation ICP-MS,As,ppm,433.5,IND
OREAS 163,Laser Ablation ICP-MS,Ho,ppb,205,IND
OREAS 163,Laser Ablation ICP-MS,Sr,ppm,2.5,IND
OREAS 163,Laser Ablation ICP-MS,Ba,ppm,7,IND
OREAS 163,Laser Ablation ICP-MS,In,ppm,0.9,IND
OREAS 163,Laser Ablation ICP-MS,Ta,ppb,285,IND
OREAS 163,Laser Ablation ICP-MS,Be,ppm,0.5,IND
OREAS 163,Laser Ablation ICP-MS,La,ppm,15.05,IND
OREAS 163,Laser Ablation ICP-MS,Tb,ppb,240,IND
OREAS 163,Laser Ablation ICP-MS,Bi,ppm,39.05,IND
OREAS 163,Laser Ablation ICP-MS,Lu,ppb,70,IND
OREAS 163,Laser Ablation ICP-MS,Te,ppb,< 200,IND
OREAS 163,Laser Ablation ICP-MS,Cd,ppm,0.3,IND
OREAS 163,Laser Ablation ICP-MS,Mo,ppm,11.3,IND
OREAS 163,Laser Ablation ICP-MS,Th,ppm,3.46,IND
OREAS 163,Laser Ablation ICP-MS,Ce,ppm,26.75,IND
OREAS 163,Laser Ablation ICP-MS,Nb,ppm,2.91,IND
OREAS 163,Laser Ablation ICP-MS,Tl,ppm,21.5,IND
OREAS 163,Laser Ablation ICP-MS,Co,ppm,218.5,IND
OREAS 163,Laser Ablation ICP-MS,Nd,ppm,11.7,IND
OREAS 163,Laser Ablation ICP-MS,Tm,ppb,65,IND
OREAS 163,Laser Ablation ICP-MS,Cr,ppm,43.5,IND
OREAS 163,Laser Ablation ICP-MS,Ni,ppm,28,IND
OREAS 163,Laser Ablation ICP-MS,U,ppm,2.715,IND
OREAS 163,Laser Ablation ICP-MS,Cs,ppm,0.685,IND
OREAS 163,Laser Ablation ICP-MS,Pb,wt.%,0.04825,IND
OREAS 163,Laser Ablation ICP-MS,V,ppm,18.8,IND
OREAS 163,Laser Ablation ICP-MS,Cu,ppm,17350,IND
OREAS 163,Laser Ablation ICP-MS,Pr,ppm,3.315,IND
OREAS 163,Laser Ablation ICP-MS,W,ppm,1.675,IND
OREAS 163,Laser Ablation ICP-MS,Dy,ppm,1,IND
OREAS 163,Laser Ablation ICP-MS,Rb,ppm,2.55,IND
OREAS 163,Laser Ablation ICP-MS,Y,ppm,5.59,IND
OREAS 163,Laser Ablation ICP-MS,Er,ppm,0.445,IND
OREAS 163,Laser Ablation ICP-MS,Re,ppb,30,IND
OREAS 163,Laser Ablation ICP-MS,Yb,ppb,510,IND
OREAS 163,Laser Ablation ICP-MS,Eu,ppb,390,IND
OREAS 163,Laser Ablation ICP-MS,Sb,ppm,18.9,IND
OREAS 163,Laser Ablation ICP-MS,Zn,ppm,107.5,IND
OREAS 163,Laser Ablation ICP-MS,Ga,ppm,4.25,IND
OREAS 163,Laser Ablation ICP-MS,Sc,ppm,1.75,IND
OREAS 163,Laser Ablation ICP-MS,Zr,ppm,36.75,IND
OREAS 163,Laser Ablation ICP-MS,Gd,ppm,2.02,IND
OREAS 163,Laser Ablation ICP-MS,Se,ppm,< 5,IND
OREAS 163,Laser Ablation ICP-MS,Ge,ppb,1650,IND
OREAS 163,Laser Ablation ICP-MS,Sm,ppm,2.105,IND
OREAS 164,Oxidising Fusion XRF,Al2O3,wt.%,2.1215,IND
OREAS 164,Oxidising Fusion XRF,Fe2O3,wt.%,9.7619916,IND
OREAS 164,Oxidising Fusion XRF,SnO2,ppm,< 13,IND
OREAS 164,Oxidising Fusion XRF,As,ppm,295,IND
OREAS 164,Oxidising Fusion XRF,K2O,wt.%,0.068,IND
OREAS 164,Oxidising Fusion XRF,SO3,wt.%,15.257892,IND
OREAS 164,Oxidising Fusion XRF,BaO,ppm,11.165,IND
OREAS 164,Oxidising Fusion XRF,MgO,wt.%,3.068,IND
OREAS 164,Oxidising Fusion XRF,SrO,ppm,< 12,IND
OREAS 164,Oxidising Fusion XRF,CaO,wt.%,0.389,IND
